"id","legacyId","firstName","lastName","department","avgRating","avgDifficulty","numRatings","wouldTakeAgainPercent","ratings_r1","ratings_r2","ratings_r3","ratings_r4","ratings_r5","ratings_total","attendance_yes","attendance_no","attendance_neither","credit_yes","credit_no","credit_neither","tag_1_name","tag_1_count","tag_2_name","tag_2_count","tag_3_name","tag_3_count","tag_4_name","tag_4_count","tag_5_name","tag_5_count"
"VGVhY2hlci0yNjcxOTE1","2671915","Clark","Gibson","International Studies","1","3.5","2","0","2","0","0","0","0","2","2","0","0","2","0","0","Tough grader","1","Get ready to read","1","Participation matters","1","Beware of pop quizzes","1","",""
"VGVhY2hlci0zMDc1Mjcy","3075272","Lijun","Ding","Mathematics","3","4","1","0","0","0","1","0","0","1","0","0","0","1","0","0","","","","","","","","","",""
"VGVhY2hlci0yOTUxOTQz","2951943","Kai","Qian","Engineering","5","3","1","100","0","0","0","0","1","1","1","0","0","1","0","0","Clear grading criteria","1","Caring","1","Accessible outside class","1","","","",""
"VGVhY2hlci0xNjQ2MjU4","1646258","Mary","McKay","Management","1.9","3.8","248","16.5217","165","15","15","20","33","248","98","0","31","111","198","6","Get ready to read","81","Tough grader","74","Skip class? You won't pass.","50","Lots of homework","42","So many papers","41"
"VGVhY2hlci00NjkwNTE=","469051","Melissa","Famulari","Economics","3.4","3.7","142","63.1579","26","20","16","28","52","142","26","0","82","74","5","77","Tough grader","30","Test heavy","21","Skip class? You won't pass.","16","Amazing lectures ","11","Caring","8"
"VGVhY2hlci0xNzM1Nzcz","1735773","Angela","Lowe","Psychology","4.2","3.1","133","78.9474","4","10","11","28","80","133","75","0","31","116","1","15","EXTRA CREDIT","32","Caring","26","Test heavy","26","Lecture heavy","24","Amazing lectures ","22"
"VGVhY2hlci0yNzk4MTk=","279819","Daniel","Widener","History","3.6","2.6","103","91.6667","9","9","17","30","38","103","6","0","82","31","2","78","Get ready to read","19","Hilarious","14","Amazing lectures ","13","Inspirational","8","Graded by few things","4"
"VGVhY2hlci0xMzQ1NDg=","134548","Branislav","Slantchev","Political Science","3.7","3.5","86","-1","6","6","11","32","31","86","2","0","72","19","1","69","Graded by few things","8","Amazing lectures ","6","Get ready to read","3","Skip class? You won't pass.","3","Hilarious","3"
"VGVhY2hlci05MjMzNTk=","923359","Guillermo","Algaze","Anthropology","3.5","2.5","74","52.5","4","7","19","25","19","74","21","0","36","46","0","28","Get ready to read","19","Graded by few things","17","Lecture heavy","9","Accessible outside class","6","Participation matters","5"
"VGVhY2hlci00NzczNDU=","477345","Deborah","Hertz","History","3.3","2.2","63","45.4545","10","8","11","13","21","63","16","0","39","33","0","36","Get ready to read","11","Graded by few things","6","Hilarious","5","Participation matters","4","Group projects","4"
"VGVhY2hlci0yMjMyMzAz","2232303","Kristine","Ehrich","Management","3.7","2.9","54","62.963","10","3","8","5","28","54","45","0","5","59","1","0","Participation matters","19","Group projects","18","Amazing lectures ","16","Tough grader","12","Caring","12"
"VGVhY2hlci0zMDc4ODI3","3078827","Lucas","Buzaglo","Mathematics","4.9","2.3","52","98.0769","1","0","0","1","50","52","1","0","9","53","10","0","Amazing lectures ","33","Caring","27","Accessible outside class","19","Clear grading criteria","12","Respected","11"
"VGVhY2hlci0yOTk5MDUz","2999053","Edwin","Solares","Computer Science","1.6","4.1","32","15.625","26","1","0","3","2","32","36","0","2","41","1","0","Lots of homework","16","Participation matters","14","Group projects","13","Test heavy","12","Tough grader","11"
"VGVhY2hlci0yODA2MDM0","2806034","Yang","Zheng","Electrical Engineering amp Computer Science","4.5","3.7","6","83.3333","0","0","0","3","3","6","5","0","0","5","1","0","Caring","3","Tough grader","2","Lots of homework","2","Group projects","1","Amazing lectures ","1"
"VGVhY2hlci0zMTE2NTE5","3116519","Kyle","Kehrer","Physics","5","1.5","2","100","0","0","0","0","1","1","2","0","0","2","0","0","Caring","2","EXTRA CREDIT","1","Accessible outside class","1","","","",""
"VGVhY2hlci0zMDY0MTA4","3064108","Trevor","Bonjour","Computer Science","2.8","3.5","13","46.1538","4","3","1","2","3","13","8","0","0","13","0","0","Lots of homework","7","Test heavy","5","Tough grader","4","Participation matters","4","Lecture heavy","3"
"VGVhY2hlci0xNzM2Njc1","1736675","Andrew","Huberman","Biology","4","2.6","11","-1","1","1","0","2","6","10","4","0","9","8","0","2","Get ready to read","2","Would take again","2","Hilarious","2","Tough grader","1","Participation matters","1"
"VGVhY2hlci0zMDg2NDM5","3086439","Francesca","Balboni","Visual Arts","3.2","2.3","11","63.6364","2","2","1","4","2","11","9","0","0","11","0","0","Get ready to read","8","Lots of homework","4","Participation matters","2","EXTRA CREDIT","2","Caring","2"
"VGVhY2hlci0zMTA4MTEx","3108111","Matthew","Irwin ","English","3.5","3","2","50","0","1","0","0","1","2","2","0","0","2","0","0","Get ready to read","2","Participation matters","2","Tough grader","1","Gives good feedback","1","",""
"VGVhY2hlci0xMjgyMjU=","128225","Christine","Johnson","Cognitive Science","4.2","3.1","135","81.5217","4","6","18","29","78","135","17","0","46","106","3","32","EXTRA CREDIT","34","Lecture heavy","29","Amazing lectures ","28","Clear grading criteria","24","Test heavy","24"
"VGVhY2hlci00Mzk5NzU=","439975","Vlado","Lubarda","Engineering","3.2","2.8","134","66.6667","16","23","29","29","37","134","5","0","98","46","0","94","Lots of homework","8","Caring","8","Clear grading criteria","7","Hilarious","7","Lecture heavy","6"
"VGVhY2hlci0xOTg1OTc1","1985975","Brian","Leigh","Chemistry","3.8","3.8","125","68.0672","14","15","14","18","64","125","45","0","10","129","3","0","Tough grader","62","Hilarious","41","Amazing lectures ","30","Caring","22","Lots of homework","21"
"VGVhY2hlci0xODAyOTgx","1802981","Adrian","Ioana","Mathematics","4.2","3.4","55","88.8889","0","3","8","16","28","55","8","0","8","49","3","1","Amazing lectures ","19","Test heavy","14","Caring","11","Respected","10","Lecture heavy","8"
"VGVhY2hlci0xOTkyNjQx","1992641","Simeon","Nichter","Political Science","4.5","3","42","78.9474","1","0","3","12","26","42","17","0","4","42","1","0","Amazing lectures ","16","Get ready to read","11","Clear grading criteria","11","Lecture heavy","11","Graded by few things","11"
"VGVhY2hlci0yNzA0NjIz","2704623","Michel","Estefan","Sociology","4.4","2.8","39","76.9231","1","3","4","2","29","39","32","0","0","38","1","0","Amazing lectures ","16","Get ready to read","14","Caring","13","EXTRA CREDIT","12","Inspirational","9"
"VGVhY2hlci0yNTc1NDA1","2575405","Christine","Payne","Sociology","4.9","1.9","35","97.1429","0","0","1","2","32","35","1","0","1","37","0","0","Caring","19","Amazing lectures ","14","Get ready to read","9","Clear grading criteria","8","Graded by few things","8"
"VGVhY2hlci0zMDgzNTc3","3083577","Priyanga","Ganesan","Mathematics","2.2","3.9","33","36.3636","15","7","3","6","2","33","1","0","3","39","2","0","Lots of homework","13","Test heavy","12","Tough grader","11","Accessible outside class","4","Amazing lectures ","3"
"VGVhY2hlci0xOTE4MTU3","1918157","Joe","Bigham","Music","3.8","2.6","33","73.0769","2","3","7","8","13","33","28","0","6","39","0","0","Participation matters","11","Caring","9","Clear grading criteria","8","Get ready to read","7","Respected","6"
"VGVhY2hlci0yMTEwNDYy","2110462","Miles","Jones","Computer Science","3.6","3.7","25","68","4","3","3","4","11","25","4","0","2","27","0","0","Lots of homework","12","Tough grader","6","Test heavy","6","Lecture heavy","5","Clear grading criteria","4"
"VGVhY2hlci0yNzc3ODIy","2777822","Richard","Pitt","Sociology","3.1","3.4","18","38.8889","1","8","3","1","5","18","12","0","1","18","0","0","Amazing lectures ","9","Get ready to read","7","Lots of homework","7","Tough grader","6","Clear grading criteria","6"
"VGVhY2hlci0yMTIwMTU0","2120154","Lane","Kenworthy","Sociology","3.8","2.1","18","66.6667","2","2","2","3","9","18","15","0","2","19","0","0","Get ready to read","6","Participation matters","4","Lecture heavy","4","Skip class? You won't pass.","3","Clear grading criteria","3"
"VGVhY2hlci0yODUyNzM1","2852735","Christen","Sasaki","Ethnic Studies","5","1.3","8","100","0","0","0","0","8","8","3","0","0","8","1","0","Get ready to read","4","Clear grading criteria","4","Graded by few things","4","Caring","3","Participation matters","2"
"VGVhY2hlci0zMDgzNTc0","3083574","Nancy","Donald","Anthropology","4","1","3","100","0","0","1","1","1","3","3","0","0","3","0","0","Caring","2","Get ready to read","1","Clear grading criteria","1","","","",""
"VGVhY2hlci0zMTQ3MzY4","3147368","Brinda","Rana","Public Health","1","5","3","0","3","0","0","0","0","3","2","0","0","3","0","0","Tough grader","2","Group projects","2","Lecture heavy","2","Lots of homework","1","Test heavy","1"
"VGVhY2hlci0yMTQ5MjY=","214926","Alexander","Groisman","Physics","2.8","3.3","137","54.6512","29","32","31","23","22","137","30","0","52","105","2","46","Test heavy","38","Lecture heavy","30","EXTRA CREDIT","29","Clear grading criteria","15","Lots of homework","14"
"VGVhY2hlci0zNjE4ODY=","361886","Kenneth","Anderson","Music","5","1.1","125","97.6744","0","0","2","1","122","125","55","0","68","60","2","58","Hilarious","33","Respected","33","Inspirational","24","Caring","18","Participation matters","15"
"VGVhY2hlci0xMDU3ODM=","105783","Mike","Sailor","Chemistry","3.4","2.7","100","41.3793","12","15","12","30","31","100","0","0","76","35","3","74","Test heavy","16","Graded by few things","14","Get ready to read","6","Tough grader","5","Clear grading criteria","4"
"VGVhY2hlci0zMDQ1NDA3","3045407","Stacy","Ochoa Mikrut","Biology","4.1","2.8","66","78.7879","2","7","9","13","35","66","61","0","1","63","4","0","EXTRA CREDIT","28","Lecture heavy","23","Participation matters","21","Caring","17","Group projects","15"
"VGVhY2hlci04NTc4ODk=","857889","Tadeusz","Molinski","Chemistry","1.7","4.5","64","7.8947","41","11","5","4","3","64","12","0","31","42","3","27","Test heavy","21","Get ready to read","20","Graded by few things","18","Tough grader","13","Lecture heavy","5"
"VGVhY2hlci0zMDg1NTQ2","3085546","Mingyu","Yang","Biology","4.2","3.1","49","83.6735","10","0","0","0","39","49","60","0","0","62","1","0","Amazing lectures ","39","Caring","29","Tough grader","15","Clear grading criteria","15","Test heavy","15"
"VGVhY2hlci0xNzIwMDY2","1720066","Deborah","Yelon","Biology","3.8","3.5","39","65.2174","4","2","5","14","14","39","15","0","16","27","0","11","Tough grader","9","EXTRA CREDIT","9","Amazing lectures ","9","Lecture heavy","9","Caring","7"
"VGVhY2hlci0xODg3MDQ4","1887048","Boubacar","Kante","Engineering","3","3.9","14","66.6667","4","2","1","3","4","14","2","0","3","13","0","0","Tough grader","7","Tests are tough","3","Lots of homework","3","Graded by few things","2","Gives good feedback","1"
"VGVhY2hlci0yNDAzMjMy","2403232","Corey","Gabriel","Oceanography","3","1.5","2","50","1","0","0","0","1","2","4","0","0","5","0","0","Participation matters","1","Amazing lectures ","1","Inspirational","1","","","",""
"VGVhY2hlci0xODAzNDgw","1803480","Jeff","Gagnon","Ethnic Studies","4.5","2.2","38","93.3333","1","1","1","7","28","38","14","0","14","29","0","3","Caring","10","Inspirational","9","Amazing lectures ","8","Gives good feedback","6","Participation matters","5"
"VGVhY2hlci0yODg2MTE2","2886116","Michael","Coblenz","Computer Science","3","3.9","8","37.5","2","2","1","0","3","8","","","","13","0","0","Group projects","10","Lecture heavy","5","Participation matters","4","Lots of homework","4","Tough grader","3"
"VGVhY2hlci0yMjM1ODQx","2235841","Harold","Buchanan","Business","3.9","2.7","101","71.2871","14","7","7","22","51","101","89","0","4","112","1","0","Participation matters","54","Amazing lectures ","30","EXTRA CREDIT","24","Clear grading criteria","22","Get ready to read","19"
"VGVhY2hlci0yNjgwMzM0","2680334","Lillian","Walkover","Communication","3","3.1","36","44.4444","9","7","5","5","10","36","22","0","0","38","1","0","Graded by few things","18","Get ready to read","16","Tough grader","15","Test heavy","11","Participation matters","6"
"VGVhY2hlci0yODg0NTEx","2884511","Michele","Bigley","Writing","3.9","2.5","12","66.6667","0","4","0","1","7","12","12","0","0","12","0","0","Group projects","7","Tough grader","4","Gives good feedback","4","Participation matters","3","Caring","3"
"VGVhY2hlci0zMTQ2NTA1","3146505","Matthew ","Henson","Music","5","1.6","5","100","0","0","0","0","5","5","5","0","0","5","0","0","Amazing lectures ","2","EXTRA CREDIT","1","Clear grading criteria","1","Inspirational","1","Hilarious","1"
"VGVhY2hlci0yMjE3NDA=","221740","Randolph","Hampton","Biology","4.2","3.2","121","73.4694","3","8","11","28","71","121","40","0","67","69","1","50","Hilarious","27","Caring","15","Amazing lectures ","12","Test heavy","11","Inspirational","10"
"VGVhY2hlci0yMTgyNDQx","2182441","Brian","Zid","Chemistry","4.2","3.2","113","76.7857","4","11","12","21","64","112","14","0","7","114","3","0","Clear grading criteria","48","Caring","33","Lecture heavy","32","Amazing lectures ","28","Accessible outside class","24"
"VGVhY2hlci0zODQxMzQ=","384134","Germaine","Hoston","Political Science","2.4","3.8","76","34.8837","31","14","6","12","13","76","13","0","35","52","1","33","Get ready to read","27","Lecture heavy","15","Tough grader","12","Lots of homework","9","So many papers","9"
"VGVhY2hlci0zOTM4MjE=","393821","Virginia","Desa","Cognitive Science","2.5","3.7","29","13.3333","13","3","3","3","7","29","2","0","15","14","2","13","Group projects","4","Get ready to read","3","Lots of homework","3","Lecture heavy","3","Test heavy","3"
"VGVhY2hlci0zMTA3OTM2","3107936","Wodarz","Wodarz","Biology","1.2","4","5","0","4","1","0","0","0","5","0","0","0","4","1","0","Test heavy","5","Graded by few things","4","Tough grader","2","Lecture heavy","2","",""
"VGVhY2hlci0zMDUyODYx","3052861","Patrick","Rohner","Biology","3","3","5","40","1","2","0","0","2","5","1","0","0","5","0","0","Tough grader","1","Amazing lectures ","1","Lots of homework","1","Test heavy","1","Graded by few things","1"
"VGVhY2hlci0zMTU5MTYw","3159160","Nora","Schwaller","Urban Planning","5","1","1","100","0","0","0","0","1","1","1","0","0","1","0","0","EXTRA CREDIT","1","Clear grading criteria","1","","","","","",""
"VGVhY2hlci0xOTY3NDk3","1967497","Thomas","Bussey","Chemistry","4","3.3","205","68.6391","15","22","14","38","116","205","86","0","30","","","","Amazing lectures ","72","Tough grader","52","Test heavy","51","Clear grading criteria","41","Respected","36"
"VGVhY2hlci0yMzk3NjQ3","2397647","Andrew","Cooper","Biology","3.3","3.6","198","53.5354","38","29","25","46","60","198","185","0","16","208","8","0","Tough grader","126","Amazing lectures ","54","Lecture heavy","53","Participation matters","44","Test heavy","44"
"VGVhY2hlci0yNDIxMDQz","2421043","Mark","Young","Chemistry","2.3","4","75","26.6667","30","16","12","10","7","75","9","0","3","","","","Lecture heavy","27","Tough grader","22","Test heavy","22","Lots of homework","19","Get ready to read","15"
"VGVhY2hlci0yMjg0Njg0","2284684","Joseph","Politz","Computer Science","4.2","3.1","61","80.3279","6","4","3","7","41","61","44","0","6","","","","Amazing lectures ","20","Clear grading criteria","17","Caring","15","Participation matters","14","Respected","14"
"VGVhY2hlci0xNTQ2MTM1","1546135","Francesco","Paesani","Chemistry","4.5","3.3","47","76.6667","0","2","6","3","36","47","","","","41","1","6","Caring","19","Amazing lectures ","13","Respected","13","Inspirational","12","Accessible outside class","11"
"VGVhY2hlci0yMjk1MjA4","2295208","Andrej","Zlatos","Mathematics","3.8","4.6","11","72.7273","1","2","1","1","6","11","","","","","","","Tough grader","5","Inspirational","4","Lots of homework","2","Hilarious","2","Respected","2"
"VGVhY2hlci0yNTAwMTk1","2500195","Ashley","Juavinett","Biology","3.5","3.5","6","66.6667","2","0","0","1","3","6","","","","6","1","0","Clear grading criteria","3","Lecture heavy","2","Test heavy","2","Accessible outside class","2","Tough grader","1"
"VGVhY2hlci0zMDc1Mjgx","3075281","Federico","Pasqualotto","Mathematics","5","5","1","-1","0","0","0","0","1","1","0","0","0","0","1","0","","","","","","","","","",""
"VGVhY2hlci0zMDY1ODcy","3065872","Amna","Salam","Political Science","2","3","1","0","0","1","0","0","0","1","0","0","0","1","0","0","","","","","","","","","",""
"VGVhY2hlci0yMDQ2ODI3","2046827","Yingjun","Cao","Computer Science","4","3.1","122","73.3333","14","8","8","21","71","122","87","0","11","128","4","0","Lots of homework","39","Respected","34","Caring","24","Participation matters","23","Amazing lectures ","22"
"VGVhY2hlci0yOTU1NjE=","295561","Seth M","Cohen","Chemistry","3.4","3.3","69","56.8627","19","3","7","7","33","69","","","","80","3","22","Tough grader","18","Amazing lectures ","10","Accessible outside class","10","Clear grading criteria","8","Caring","8"
"VGVhY2hlci0xNzAwNjMy","1700632","Geoffrey","Cook","Geology","5","1.5","50","100","0","0","0","1","49","50","8","0","9","40","5","3","Caring","25","Amazing lectures ","19","Respected","16","Hilarious","14","Inspirational","13"
